 
SET: rps=0.0 (overall: 0.0) avg_msec=-nan (overall: -nan)
GET: rps=108900.0 (overall: 106278.8) avg_msec=0.238 (overall: 0.246)
                                                                      
GET: rps=107633.5 (overall: 106285.4) avg_msec=0.240 (overall: 0.246)
                                                                      
GET: rps=108004.0 (overall: 106293.7) avg_msec=0.241 (overall: 0.246)
                                                                      
GET: rps=107143.4 (overall: 106297.8) avg_msec=0.241 (overall: 0.246)
                                                                      
GET: rps=108696.0 (overall: 106309.2) avg_msec=0.238 (overall: 0.246)
                                                                      
GET: rps=103076.0 (overall: 106293.8) avg_msec=0.254 (overall: 0.246)
                                                                      
GET: rps=107960.0 (overall: 106301.7) avg_msec=0.241 (overall: 0.246)
                                                                      
GET: rps=104163.4 (overall: 106291.6) avg_msec=0.253 (overall: 0.246)
                                                                      
GET: rps=107672.0 (overall: 106298.1) avg_msec=0.242 (overall: 0.246)
                                                                      
GET: rps=108288.0 (overall: 106307.4) avg_msec=0.245 (overall: 0.246)
                                                                      
GET: rps=107709.2 (overall: 106313.9) avg_msec=0.241 (overall: 0.246)
                                                                      
GET: rps=107672.0 (overall: 106320.2) avg_msec=0.241 (overall: 0.246)
                                                                      
GET: rps=106932.0 (overall: 106323.0) avg_msec=0.243 (overall: 0.246)
                                                                      
GET: rps=103112.0 (overall: 106308.3) avg_msec=0.252 (overall: 0.246)
                                                                      
GET: rps=106482.1 (overall: 106309.1) avg_msec=0.243 (overall: 0.246)
                                                                      
GET: rps=105880.0 (overall: 106307.1) avg_msec=0.245 (overall: 0.246)
                                                                      
GET: rps=102392.0 (overall: 106289.5) avg_msec=0.254 (overall: 0.246)
                                                                      
GET: rps=104749.0 (overall: 106282.5) avg_msec=0.250 (overall: 0.246)
                                                                      
GET: rps=108168.0 (overall: 106290.9) avg_msec=0.240 (overall: 0.246)
                                                                      
GET: rps=104984.0 (overall: 106285.1) avg_msec=0.248 (overall: 0.246)
                                                                      
GET: rps=106374.5 (overall: 106285.5) avg_msec=0.243 (overall: 0.246)
                                                                      
GET: rps=105788.0 (overall: 106283.3) avg_msec=0.248 (overall: 0.246)
                                                                      
GET: rps=103792.0 (overall: 106272.4) avg_msec=0.255 (overall: 0.246)
                                                                      
GET: rps=100904.4 (overall: 106248.8) avg_msec=0.259 (overall: 0.246)
                                                                      
GET: rps=107252.0 (overall: 106253.2) avg_msec=0.244 (overall: 0.246)
                                                                      
GET: rps=107440.0 (overall: 106258.3) avg_msec=0.242 (overall: 0.246)
                                                                      
GET: rps=107649.4 (overall: 106264.3) avg_msec=0.240 (overall: 0.246)
                                                                      
GET: rps=106980.0 (overall: 106267.4) avg_msec=0.245 (overall: 0.246)
                                                                      
GET: rps=108416.0 (overall: 106276.6) avg_msec=0.243 (overall: 0.246)
                                                                      
GET: rps=107278.9 (overall: 106280.9) avg_msec=0.244 (overall: 0.246)
                                                                      
GET: rps=104364.0 (overall: 106272.8) avg_msec=0.251 (overall: 0.246)
                                                                      
GET: rps=107748.0 (overall: 106279.0) avg_msec=0.243 (overall: 0.246)
                                                                      
GET: rps=108760.0 (overall: 106289.5) avg_msec=0.239 (overall: 0.246)
                                                                      
GET: rps=109063.8 (overall: 106301.1) avg_msec=0.241 (overall: 0.246)
                                                                      
GET: rps=109152.0 (overall: 106313.0) avg_msec=0.239 (overall: 0.246)
                                                                      
GET: rps=108436.0 (overall: 106321.9) avg_msec=0.240 (overall: 0.246)
                                                                      
GET: rps=107274.9 (overall: 106325.8) avg_msec=0.245 (overall: 0.246)
                                                                      
GET: rps=107840.0 (overall: 106332.1) avg_msec=0.242 (overall: 0.246)
                                                                      
GET: rps=107860.0 (overall: 106338.3) avg_msec=0.247 (overall: 0.246)
                                                                      
GET: rps=108227.1 (overall: 106346.1) avg_msec=0.244 (overall: 0.246)
                                                                      
GET: rps=109020.0 (overall: 106357.0) avg_msec=0.238 (overall: 0.246)
                                                                      
GET: rps=107136.0 (overall: 106360.1) avg_msec=0.244 (overall: 0.246)
                                                                      
GET: rps=94624.0 (overall: 106312.7) avg_msec=0.282 (overall: 0.246)
                                                                     
GET: rps=107015.9 (overall: 106315.6) avg_msec=0.242 (overall: 0.246)
                                                                      
GET: rps=107160.0 (overall: 106319.0) avg_msec=0.242 (overall: 0.246)
                                                                      
GET: rps=100482.1 (overall: 106295.6) avg_msec=0.258 (overall: 0.246)
                                                                      
GET: rps=107600.0 (overall: 106300.8) avg_msec=0.242 (overall: 0.246)
                                                                      
GET: rps=106164.0 (overall: 106300.2) avg_msec=0.248 (overall: 0.246)
                                                                      
GET: rps=109156.0 (overall: 106311.5) avg_msec=0.239 (overall: 0.246)
                                                                      
GET: rps=109330.7 (overall: 106323.4) avg_msec=0.237 (overall: 0.246)
                                                                      
GET: rps=109876.0 (overall: 106337.3) avg_msec=0.240 (overall: 0.246)
                                                                      
GET: rps=100848.6 (overall: 106315.8) avg_msec=0.257 (overall: 0.246)
                                                                      
GET: rps=108056.0 (overall: 106322.6) avg_msec=0.240 (overall: 0.246)
                                                                      
GET: rps=103572.0 (overall: 106311.9) avg_msec=0.250 (overall: 0.246)
                                                                      
GET: rps=104220.0 (overall: 106303.9) avg_msec=0.255 (overall: 0.246)
                                                                      
GET: rps=103255.0 (overall: 106292.1) avg_msec=0.250 (overall: 0.246)
                                                                      
GET: rps=109636.0 (overall: 106304.9) avg_msec=0.236 (overall: 0.246)
                                                                      
GET: rps=105360.0 (overall: 106301.3) avg_msec=0.246 (overall: 0.246)
                                                                      
GET: rps=106320.0 (overall: 106301.4) avg_msec=0.244 (overall: 0.246)
                                                                      
GET: rps=107665.3 (overall: 106306.5) avg_msec=0.240 (overall: 0.246)
                                                                      
GET: rps=109072.0 (overall: 106317.0) avg_msec=0.241 (overall: 0.246)
                                                                      
GET: rps=106652.0 (overall: 106318.2) avg_msec=0.246 (overall: 0.246)
                                                                      
GET: rps=107713.2 (overall: 106323.4) avg_msec=0.245 (overall: 0.246)
                                                                      
GET: rps=108260.0 (overall: 106330.7) avg_msec=0.241 (overall: 0.246)
                                                                      
GET: rps=107300.0 (overall: 106334.2) avg_msec=0.242 (overall: 0.246)
                                                                      
GET: rps=108756.0 (overall: 106343.2) avg_msec=0.239 (overall: 0.246)
                                                                      
GET: rps=108844.6 (overall: 106352.4) avg_msec=0.240 (overall: 0.246)
                                                                      
GET: rps=108708.0 (overall: 106361.1) avg_msec=0.245 (overall: 0.246)
                                                                      
GET: rps=109800.0 (overall: 106373.7) avg_msec=0.247 (overall: 0.246)
                                                                      
GET: rps=107605.6 (overall: 106378.2) avg_msec=0.250 (overall: 0.246)
                                                                      
GET: rps=109120.0 (overall: 106388.1) avg_msec=0.241 (overall: 0.246)
                                                                      
GET: rps=108796.0 (overall: 106396.8) avg_msec=0.242 (overall: 0.246)
                                                                      
GET: rps=108514.0 (overall: 106404.5) avg_msec=0.239 (overall: 0.246)
                                                                      
GET: rps=109276.0 (overall: 106414.8) avg_msec=0.241 (overall: 0.246)
                                                                      
GET: rps=108032.0 (overall: 106420.6) avg_msec=0.247 (overall: 0.246)
                                                                      
GET: rps=108588.0 (overall: 106428.3) avg_msec=0.246 (overall: 0.246)
                                                                      
GET: rps=109143.4 (overall: 106438.0) avg_msec=0.243 (overall: 0.246)
                                                                      
GET: rps=105880.0 (overall: 106436.0) avg_msec=0.247 (overall: 0.246)
                                                                      
GET: rps=104828.0 (overall: 106430.3) avg_msec=0.249 (overall: 0.246)
                                                                      
GET: rps=107298.8 (overall: 106433.4) avg_msec=0.247 (overall: 0.246)
                                                                      
GET: rps=109260.0 (overall: 106443.3) avg_msec=0.238 (overall: 0.246)
                                                                      
GET: rps=108896.0 (overall: 106451.8) avg_msec=0.245 (overall: 0.246)
                                                                      
GET: rps=107757.0 (overall: 106456.4) avg_msec=0.242 (overall: 0.246)
                                                                      
GET: rps=109016.0 (overall: 106465.3) avg_msec=0.243 (overall: 0.246)
                                                                      
GET: rps=110260.0 (overall: 106478.4) avg_msec=0.239 (overall: 0.246)
                                                                      
GET: rps=106544.0 (overall: 106478.6) avg_msec=0.246 (overall: 0.246)
                                                                      
GET: rps=106131.5 (overall: 106477.4) avg_msec=0.245 (overall: 0.246)
                                                                      
GET: rps=103692.0 (overall: 106467.9) avg_msec=0.257 (overall: 0.246)
                                                                      
GET: rps=108412.0 (overall: 106474.5) avg_msec=0.242 (overall: 0.246)
                                                                      
GET: rps=108800.8 (overall: 106482.4) avg_msec=0.247 (overall: 0.246)
                                                                      
GET: rps=109324.0 (overall: 106492.0) avg_msec=0.241 (overall: 0.246)
                                                                      
GET: rps=108436.0 (overall: 106498.6) avg_msec=0.246 (overall: 0.246)
                                                                      
GET: rps=108324.0 (overall: 106504.7) avg_msec=0.247 (overall: 0.246)
                                                                      
GET: rps=104629.5 (overall: 106498.4) avg_msec=0.249 (overall: 0.246)
                                                                      
GET: rps=104728.0 (overall: 106492.5) avg_msec=0.251 (overall: 0.246)
                                                                      
GET: rps=107673.3 (overall: 106496.5) avg_msec=0.240 (overall: 0.246)
                                                                      
GET: rps=107964.0 (overall: 106501.3) avg_msec=0.240 (overall: 0.246)
                                                                      
GET: rps=104243.0 (overall: 106493.8) avg_msec=0.248 (overall: 0.246)
                                                                      
GET: rps=108612.0 (overall: 106500.8) avg_msec=0.240 (overall: 0.246)
                                                                      
GET: rps=104612.0 (overall: 106494.6) avg_msec=0.248 (overall: 0.246)
                                                                      
GET: rps=108056.0 (overall: 106499.7) avg_msec=0.240 (overall: 0.246)
                                                                      
GET: rps=106087.7 (overall: 106498.4) avg_msec=0.252 (overall: 0.246)
                                                                      
GET: rps=108444.0 (overall: 106504.7) avg_msec=0.245 (overall: 0.246)
                                                                      
GET: rps=109260.0 (overall: 106513.6) avg_msec=0.246 (overall: 0.246)
                                                                      
GET: rps=106482.1 (overall: 106513.5) avg_msec=0.244 (overall: 0.246)
                                                                      
GET: rps=108272.0 (overall: 106519.2) avg_msec=0.239 (overall: 0.246)
                                                                      
GET: rps=104780.0 (overall: 106513.6) avg_msec=0.249 (overall: 0.246)
                                                                      
GET: rps=108251.0 (overall: 106519.2) avg_msec=0.244 (overall: 0.246)
                                                                      
GET: rps=108416.0 (overall: 106525.2) avg_msec=0.241 (overall: 0.246)
                                                                      
GET: rps=106852.0 (overall: 106526.3) avg_msec=0.244 (overall: 0.246)
                                                                      
GET: rps=107908.4 (overall: 106530.7) avg_msec=0.244 (overall: 0.246)
                                                                      
GET: rps=107628.0 (overall: 106534.1) avg_msec=0.248 (overall: 0.246)
                                                                      
GET: rps=109396.0 (overall: 106543.1) avg_msec=0.238 (overall: 0.246)
                                                                      
GET: rps=108956.2 (overall: 106550.7) avg_msec=0.238 (overall: 0.246)
                                                                      
GET: rps=109528.0 (overall: 106560.0) avg_msec=0.237 (overall: 0.246)
                                                                      
GET: rps=109284.0 (overall: 106568.5) avg_msec=0.240 (overall: 0.246)
                                                                      
GET: rps=108856.0 (overall: 106575.7) avg_msec=0.239 (overall: 0.246)
                                                                      
GET: rps=106450.2 (overall: 106575.3) avg_msec=0.244 (overall: 0.246)
                                                                      
GET: rps=107112.0 (overall: 106576.9) avg_msec=0.242 (overall: 0.246)
                                                                      
GET: rps=105108.0 (overall: 106572.4) avg_msec=0.247 (overall: 0.246)
                                                                      
GET: rps=107772.9 (overall: 106576.1) avg_msec=0.239 (overall: 0.246)
                                                                      
GET: rps=104044.0 (overall: 106568.4) avg_msec=0.249 (overall: 0.246)
                                                                      
GET: rps=107940.0 (overall: 106572.5) avg_msec=0.241 (overall: 0.246)
                                                                      
GET: rps=107820.0 (overall: 106576.3) avg_msec=0.241 (overall: 0.246)
                                                                      
GET: rps=107597.6 (overall: 106579.4) avg_msec=0.240 (overall: 0.246)
                                                                      
GET: rps=103624.0 (overall: 106570.5) avg_msec=0.252 (overall: 0.246)
                                                                      
GET: rps=106884.0 (overall: 106571.5) avg_msec=0.244 (overall: 0.246)
                                                                      
GET: rps=106780.9 (overall: 106572.1) avg_msec=0.248 (overall: 0.246)
                                                                      
GET: rps=107148.0 (overall: 106573.8) avg_msec=0.242 (overall: 0.246)
                                                                      
GET: rps=106856.0 (overall: 106574.7) avg_msec=0.242 (overall: 0.246)
                                                                      
GET: rps=108040.0 (overall: 106579.0) avg_msec=0.240 (overall: 0.246)
                                                                      
GET: rps=106852.6 (overall: 106579.8) avg_msec=0.241 (overall: 0.246)
                                                                      
GET: rps=108252.0 (overall: 106584.8) avg_msec=0.241 (overall: 0.246)
                                                                      
GET: rps=103648.0 (overall: 106576.1) avg_msec=0.253 (overall: 0.246)
                                                                      
GET: rps=100980.1 (overall: 106559.6) avg_msec=0.257 (overall: 0.246)
                                                                      
GET: rps=107696.0 (overall: 106562.9) avg_msec=0.246 (overall: 0.246)
                                                                      
GET: rps=107216.0 (overall: 106564.8) avg_msec=0.242 (overall: 0.246)
                                                                      
GET: rps=107633.5 (overall: 106568.0) avg_msec=0.241 (overall: 0.246)
                                                                      
GET: rps=109904.0 (overall: 106577.7) avg_msec=0.237 (overall: 0.246)
                                                                      
GET: rps=103724.0 (overall: 106569.4) avg_msec=0.250 (overall: 0.246)
                                                                      
GET: rps=105015.9 (overall: 106564.9) avg_msec=0.251 (overall: 0.246)
                                                                      
GET: rps=105432.0 (overall: 106561.6) avg_msec=0.253 (overall: 0.246)
                                                                      
GET: rps=108868.0 (overall: 106568.2) avg_msec=0.246 (overall: 0.246)
                                                                      
GET: rps=106183.3 (overall: 106567.1) avg_msec=0.245 (overall: 0.246)
                                                                      
GET: rps=108068.0 (overall: 106571.4) avg_msec=0.240 (overall: 0.246)
                                                                      
GET: rps=107212.0 (overall: 106573.2) avg_msec=0.243 (overall: 0.246)
                                                                      
GET: rps=108099.6 (overall: 106577.6) avg_msec=0.239 (overall: 0.246)
                                                                      
GET: rps=108104.0 (overall: 106581.9) avg_msec=0.242 (overall: 0.246)
                                                                      
GET: rps=107848.0 (overall: 106585.5) avg_msec=0.240 (overall: 0.246)
                                                                      
GET: rps=102410.4 (overall: 106573.7) avg_msec=0.257 (overall: 0.246)
                                                                      
GET: rps=108176.0 (overall: 106578.2) avg_msec=0.239 (overall: 0.246)
                                                                      
GET: rps=106728.0 (overall: 106578.6) avg_msec=0.244 (overall: 0.246)
                                                                      
GET: rps=108820.0 (overall: 106584.9) avg_msec=0.238 (overall: 0.246)
                                                                      
GET: rps=105948.2 (overall: 106583.1) avg_msec=0.244 (overall: 0.246)
                                                                      
GET: rps=97332.0 (overall: 106557.4) avg_msec=0.275 (overall: 0.246)
                                                                     
GET: rps=107685.3 (overall: 106560.5) avg_msec=0.243 (overall: 0.246)
                                                                      
GET: rps=108904.0 (overall: 106567.0) avg_msec=0.241 (overall: 0.246)
                                                                      
GET: rps=107144.0 (overall: 106568.6) avg_msec=0.248 (overall: 0.246)
                                                                      
GET: rps=108368.0 (overall: 106573.5) avg_msec=0.240 (overall: 0.246)
                                                                      
GET: rps=105075.7 (overall: 106569.4) avg_msec=0.247 (overall: 0.246)
                                                                      
GET: rps=102312.0 (overall: 106557.8) avg_msec=0.254 (overall: 0.246)
                                                                      
GET: rps=104276.0 (overall: 106551.5) avg_msec=0.250 (overall: 0.246)
                                                                      
GET: rps=107577.7 (overall: 106554.4) avg_msec=0.242 (overall: 0.246)
                                                                      
GET: rps=104688.0 (overall: 106549.3) avg_msec=0.251 (overall: 0.246)
                                                                      
GET: rps=107032.0 (overall: 106550.6) avg_msec=0.242 (overall: 0.246)
                                                                      
GET: rps=106326.7 (overall: 106550.0) avg_msec=0.243 (overall: 0.246)
                                                                      
GET: rps=106504.0 (overall: 106549.9) avg_msec=0.244 (overall: 0.246)
                                                                      
GET: rps=106644.0 (overall: 106550.1) avg_msec=0.250 (overall: 0.246)
                                                                      
GET: rps=109208.0 (overall: 106557.2) avg_msec=0.242 (overall: 0.246)
                                                                      
GET: rps=109199.2 (overall: 106564.3) avg_msec=0.243 (overall: 0.246)
                                                                      
====== GET ======
  10000000 requests completed in 93.83 seconds
  50 parallel clients
  3 bytes payload
  keep alive: 1
  host configuration "save": 3600 1 300 100 60 10000
  host configuration "appendonly": no
  multi-thread: no

Latency by percentile distribution:
0.000% <= 0.055 milliseconds (cumulative count 1)
50.000% <= 0.239 milliseconds (cumulative count 5927666)
75.000% <= 0.247 milliseconds (cumulative count 7535970)
87.500% <= 0.271 milliseconds (cumulative count 8909272)
93.750% <= 0.303 milliseconds (cumulative count 9402775)
96.875% <= 0.343 milliseconds (cumulative count 9726928)
98.438% <= 0.383 milliseconds (cumulative count 9861729)
99.219% <= 0.415 milliseconds (cumulative count 9931094)
99.609% <= 0.439 milliseconds (cumulative count 9962479)
99.805% <= 0.471 milliseconds (cumulative count 9982060)
99.902% <= 0.511 milliseconds (cumulative count 9991277)
99.951% <= 0.551 milliseconds (cumulative count 9995377)
99.976% <= 0.599 milliseconds (cumulative count 9997773)
99.988% <= 0.663 milliseconds (cumulative count 9998847)
99.994% <= 0.775 milliseconds (cumulative count 9999398)
99.997% <= 0.935 milliseconds (cumulative count 9999704)
99.998% <= 1.095 milliseconds (cumulative count 9999850)
99.999% <= 1.247 milliseconds (cumulative count 9999929)
100.000% <= 1.335 milliseconds (cumulative count 9999965)
100.000% <= 1.423 milliseconds (cumulative count 9999982)
100.000% <= 1.511 milliseconds (cumulative count 9999991)
100.000% <= 1.583 milliseconds (cumulative count 9999996)
100.000% <= 1.631 milliseconds (cumulative count 9999998)
100.000% <= 1.647 milliseconds (cumulative count 9999999)
100.000% <= 1.663 milliseconds (cumulative count 10000000)
100.000% <= 1.663 milliseconds (cumulative count 10000000)

Cumulative distribution of latencies:
0.000% <= 0.103 milliseconds (cumulative count 24)
1.169% <= 0.207 milliseconds (cumulative count 116885)
94.028% <= 0.303 milliseconds (cumulative count 9402775)
99.177% <= 0.407 milliseconds (cumulative count 9917682)
99.901% <= 0.503 milliseconds (cumulative count 9990087)
99.980% <= 0.607 milliseconds (cumulative count 9997978)
99.991% <= 0.703 milliseconds (cumulative count 9999135)
99.995% <= 0.807 milliseconds (cumulative count 9999468)
99.996% <= 0.903 milliseconds (cumulative count 9999644)
99.998% <= 1.007 milliseconds (cumulative count 9999790)
99.999% <= 1.103 milliseconds (cumulative count 9999855)
99.999% <= 1.207 milliseconds (cumulative count 9999911)
100.000% <= 1.303 milliseconds (cumulative count 9999951)
100.000% <= 1.407 milliseconds (cumulative count 9999979)
100.000% <= 1.503 milliseconds (cumulative count 9999990)
100.000% <= 1.607 milliseconds (cumulative count 9999997)
100.000% <= 1.703 milliseconds (cumulative count 10000000)

Summary:
  throughput summary: 106570.05 requests per second
  latency summary (msec):
          avg       min       p50       p95       p99       max
        0.246     0.048     0.239     0.319     0.399     1.663

